Adult Mortality,BMI,HIV/AIDS,GDP,Income composition of resources,Schooling,Diphtheria,thinness  1-19 years,Life expectancy
71.0,58.8,0.1,5314.64416,0.923,19.2,93.0,1.1,86.0
73.0,58.4,0.1,62425.5392,0.926,19.2,94.0,1.1,84.0
75.0,58.1,0.1,61191.19263,0.924,18.7,94.0,1.1,81.0
76.0,57.7,0.1,5857.521,0.922,18.4,94.0,1.1,80.0
79.0,57.4,0.1,61753.667,0.91,16.9,91.0,1.1,79.7
84.0,57.0,0.1,5841.41122,0.906,16.8,9.0,1.1,79.2
86.0,56.6,0.1,58163.29359,0.906,16.8,89.0,1.1,78.9
88.0,56.3,0.1,64322.6664,0.906,16.8,88.0,1.1,78.8
93.0,55.9,0.1,58487.451,0.904,16.7,87.0,1.2,78.4
93.0,55.4,0.1,5226.99311,0.902,16.9,93.0,1.2,78.1
92.0,55.0,0.1,48799.8237,0.897,16.6,93.0,1.2,78.1
98.0,54.4,0.1,46511.6457,0.893,16.5,95.0,1.2,77.7
11.0,53.9,0.1,4458.7764,0.882,16.3,96.0,1.2,77.3
14.0,53.3,0.1,33228.69291,0.875,16.6,98.0,1.2,77.0
12.0,52.8,0.1,3751.64946,0.862,16.2,97.0,1.3,77.0
12.0,52.2,0.1,3743.55917,0.86,16.5,97.0,1.3,76.9
241.0,35.0,2.1,1862.167274,0.47,6.3,84.0,5.6,63.5
252.0,34.4,2.1,174.91511,0.467,6.3,78.0,5.6,63.0
256.0,33.8,2.1,1622.637974,0.464,6.3,82.0,5.6,62.7
263.0,33.2,1.9,1536.15685,0.46,6.3,81.0,5.6,62.2
268.0,32.7,2.7,143.986898,0.451,5.9,87.0,5.6,61.8
273.0,32.2,3.1,1325.99724,0.441,5.5,88.0,5.6,61.3
279.0,31.7,3.2,1253.657431,0.436,5.3,89.0,5.7,69.0
289.0,31.3,3.3,1214.77118,0.427,5.0,89.0,5.7,62.0
296.0,3.9,3.5,147.586896,0.416,4.5,88.0,5.8,59.8
39.0,3.6,3.7,965.6693779,0.405,4.3,72.0,5.8,59.1
318.0,3.2,3.9,94.7297489,0.396,4.0,71.0,5.9,58.6
326.0,29.8,4.0,864.184726,0.388,3.7,64.0,6.0,58.1
325.0,29.4,4.2,819.974118,0.378,3.5,68.0,6.1,58.0
322.0,29.0,4.3,792.15412,0.372,3.3,62.0,6.2,57.9
323.0,28.6,4.3,781.2322196,0.363,2.9,53.0,6.3,57.7
325.0,28.2,4.1,768.176767,0.361,2.9,46.0,6.4,57.4
152.0,58.9,0.3,6468.471648,0.718,13.2,85.0,3.3,73.9
154.0,57.9,0.3,6268.692122,0.712,13.2,91.0,3.3,73.6
157.0,56.8,0.3,627.55544,0.709,13.2,83.0,3.3,73.4
174.0,55.8,0.4,5968.876767,0.706,13.1,85.0,3.3,72.1
16.0,54.7,0.7,5759.643,0.703,13.0,84.0,3.3,73.1
166.0,53.6,0.9,5451.6696,0.697,12.9,88.0,3.3,72.7
157.0,52.6,1.2,4952.67753,0.695,12.9,82.0,3.4,73.6
161.0,51.5,1.4,511.37937,0.692,12.8,82.0,3.4,73.3
164.0,5.4,1.6,4647.31359,0.685,12.7,85.0,3.4,72.9
178.0,49.3,1.8,3836.468771,0.677,12.6,89.0,3.5,72.3
28.0,48.2,2.0,3681.5993,0.668,12.6,87.0,3.5,69.7
214.0,47.2,2.1,2421.9662,0.666,12.5,79.0,3.6,69.3
22.0,46.1,2.3,2372.628827,0.665,12.4,79.0,3.6,73.0
189.0,45.1,2.4,38.46578,0.66,12.3,82.0,3.7,71.4
188.0,44.1,2.5,2862.154836,0.656,12.3,72.0,3.8,71.2
176.0,43.1,2.5,282.4242,0.651,12.2,78.0,3.8,72.0
118.0,54.2,0.1,625.62224,0.739,14.0,78.0,1.2,76.2
121.0,53.5,0.1,6432.216537,0.737,14.0,83.0,1.2,76.0
121.0,52.8,0.1,674.9829,0.725,13.4,87.0,1.3,76.0
127.0,52.1,0.1,572.14313,0.717,13.3,87.0,1.3,75.5
131.0,51.4,0.1,5223.351763,0.71,13.2,88.0,1.3,75.3
134.0,5.7,0.1,4657.32361,0.703,13.1,91.0,1.3,75.0
137.0,5.0,0.1,4255.56571,0.702,13.1,94.0,1.3,75.1
139.0,49.3,0.1,4274.95265,0.698,13.0,96.0,1.3,74.6
14.0,48.6,0.2,359.71886,0.696,12.9,96.0,1.4,74.7
144.0,47.9,0.3,335.786541,0.693,12.8,96.0,1.4,74.4
151.0,47.2,0.3,321.942547,0.688,12.8,92.0,1.4,74.2
148.0,46.5,0.3,278.557892,0.682,12.7,88.0,1.5,74.4
151.0,45.8,0.3,244.46898,0.679,12.6,87.0,1.5,74.4
157.0,45.1,0.3,2183.966796,0.675,12.5,88.0,1.5,73.6
158.0,44.3,0.3,193.741571,0.67,12.4,89.0,1.6,73.4
163.0,43.6,0.3,1451.29776,0.668,12.4,87.0,1.6,72.8
159.0,61.1,0.1,1764.97387,0.688,13.1,93.0,2.8,79.0
161.0,6.2,0.1,1764.97387,0.686,13.1,94.0,2.8,78.0
159.0,59.4,0.1,1764.97387,0.681,12.8,97.0,2.9,79.0
165.0,58.6,0.1,1764.97387,0.673,12.4,93.0,2.9,72.0
168.0,57.8,0.1,1764.97387,0.671,12.4,96.0,2.9,74.0
173.0,57.0,0.1,1764.97387,0.665,12.2,97.0,3.0,70.0
174.0,56.2,0.1,1764.97387,0.659,12.0,97.0,3.0,69.9
172.0,55.5,0.1,1764.97387,0.651,11.9,97.0,3.1,69.8
171.0,54.8,0.1,1764.97387,0.644,11.7,98.0,3.1,69.7
175.0,54.2,0.1,1764.97387,0.636,11.5,98.0,3.2,69.5
174.0,53.5,0.1,1764.97387,0.629,11.4,98.0,3.2,69.4
176.0,52.9,0.1,1764.97387,0.623,11.2,97.0,3.3,69.0
178.0,52.3,0.1,1764.97387,0.621,11.3,98.0,3.3,68.6
177.0,51.8,0.1,1764.97387,0.617,11.2,97.0,3.4,68.7
177.0,51.2,0.1,1764.97387,0.612,11.1,99.0,3.5,68.6
171.0,5.7,0.1,1764.97387,0.606,11.0,98.0,3.6,68.8
178.0,56.1,0.2,4127.11775,0.678,13.2,91.0,1.6,73.5
181.0,55.4,0.2,3988.771871,0.676,13.2,94.0,1.6,73.3
184.0,54.7,0.2,3895.664491,0.675,13.2,92.0,1.6,73.0
181.0,54.1,0.3,3827.786267,0.67,13.2,92.0,1.6,73.0
197.0,53.4,0.3,3736.58713,0.666,13.0,89.0,1.7,72.0
191.0,52.8,0.3,3474.392445,0.662,12.9,89.0,1.7,72.0
23.0,52.1,0.3,3366.482133,0.662,12.8,91.0,1.7,71.4
194.0,51.4,0.3,357.347674,0.659,13.4,98.0,1.8,71.7
23.0,5.8,0.3,334.83817,0.657,12.9,99.0,1.8,71.2
211.0,5.1,0.2,362.951768,0.651,12.9,96.0,1.8,75.0
213.0,49.4,0.2,2835.281237,0.644,12.7,89.0,1.9,71.0
215.0,48.6,0.3,2632.79942,0.636,12.4,9.0,1.9,70.0
29.0,47.8,0.3,2519.737387,0.628,12.0,94.0,2.0,69.9
24.0,47.0,0.4,248.4125,0.621,11.8,81.0,2.0,73.0
219.0,46.2,0.4,2338.772244,0.615,11.6,92.0,2.1,68.9
218.0,45.3,0.4,2238.4116,0.607,11.3,99.0,2.1,69.0
32.0,24.5,4.2,1347.31257,0.582,9.2,16.0,8.4,58.2
32.0,24.0,4.4,192.59733,0.582,9.2,2.0,8.5,57.9
327.0,23.5,5.7,2246.9938,0.586,9.2,3.0,8.6,57.4
337.0,23.0,8.2,21557.6528,0.583,9.2,24.0,8.7,56.7
344.0,22.6,7.7,21451.88617,0.58,9.2,41.0,8.9,56.2
339.0,22.1,7.2,17136.44568,0.589,9.2,44.0,9.0,56.1
34.0,21.7,7.3,1653.2937,0.59,9.1,43.0,9.2,55.7
338.0,21.3,6.3,22742.38159,0.592,9.1,42.0,9.3,55.4
339.0,2.9,5.9,15761.83913,0.587,9.0,41.0,9.5,55.0
337.0,2.5,5.3,12732.2759,0.569,9.0,4.0,9.7,54.8
337.0,2.2,4.9,185.63334,0.563,8.7,39.0,9.8,54.4
336.0,19.8,4.4,685.34897,0.553,8.5,38.0,1.0,54.1
334.0,19.5,3.6,3577.176197,0.554,8.4,37.0,1.2,53.8
334.0,19.1,2.9,2711.17114,0.542,8.2,36.0,1.4,53.5
334.0,18.7,2.3,2283.87939,0.527,8.0,35.0,1.6,53.1
336.0,18.3,1.9,172.68491,0.0,0.0,34.0,1.7,52.7
255.0,18.6,0.4,1764.97387,0.418,5.0,95.0,8.4,64.7
261.0,18.0,0.4,1764.97387,0.416,5.0,94.0,8.5,64.4
266.0,17.5,0.5,1764.97387,0.414,5.0,94.0,8.6,64.0
274.0,17.0,0.6,1764.97387,0.41,5.0,94.0,8.7,63.6
286.0,16.5,0.7,582.775532,0.405,5.0,96.0,8.8,62.9
298.0,16.0,0.9,482.14994,0.404,5.1,9.0,8.9,62.1
311.0,15.5,1.0,43.7544499,0.402,5.2,92.0,9.0,61.4
322.0,15.1,1.1,326.825642,0.406,5.2,94.0,9.1,67.0
329.0,14.7,1.3,317.3294336,0.405,5.3,91.0,9.2,62.0
336.0,14.3,1.4,297.828588,0.405,5.3,94.0,9.3,59.7
34.0,13.9,1.6,276.75896,0.0,5.4,96.0,9.4,59.4
342.0,13.6,1.8,287.4222243,0.0,5.0,98.0,9.6,59.1
343.0,13.3,1.9,232.7945459,0.0,4.7,93.0,9.7,58.8
343.0,13.1,1.9,21.7687981,0.0,4.4,9.0,9.9,58.5
345.0,12.8,2.0,215.139213,0.0,4.3,86.0,1.0,58.1
593.0,12.6,1.9,28.1969487,0.0,3.9,81.0,1.2,45.3
119.0,59.9,0.1,1774.9291,0.863,16.5,93.0,1.9,77.6
122.0,59.4,0.1,19941.45532,0.86,16.5,93.0,1.9,77.3
127.0,59.0,0.1,1929.7746,0.856,16.5,94.0,1.9,76.9
135.0,58.5,0.1,17421.8922,0.85,16.5,94.0,1.9,76.3
138.0,58.0,0.1,17454.84342,0.838,16.4,93.0,1.9,76.1
137.0,57.6,0.1,14638.6482,0.833,16.2,94.0,1.9,75.6
156.0,57.1,0.1,14726.31828,0.836,16.1,95.0,2.0,74.9
167.0,56.7,0.1,1894.5485,0.835,16.1,95.0,2.0,74.2
189.0,56.3,0.1,16586.452,0.829,16.1,95.0,2.0,73.0
188.0,55.9,0.1,12595.4165,0.822,16.1,95.0,2.1,73.0
189.0,55.5,0.1,1338.31322,0.812,15.9,96.0,2.1,72.8
195.0,55.2,0.1,885.465115,0.805,15.7,94.0,2.2,72.3
199.0,54.9,0.1,7174.237415,0.798,15.6,94.0,2.2,71.9
211.0,54.6,0.1,538.347781,0.791,15.4,94.0,2.3,71.2
225.0,54.3,0.1,4498.95727,0.781,15.0,94.0,2.4,78.0
218.0,54.0,0.1,47.32827,0.764,14.4,93.0,2.5,78.0
225.0,17.6,0.6,645.4637627,0.441,8.4,77.0,1.4,64.8
234.0,17.2,0.6,571.1622759,0.435,8.4,77.0,1.5,64.2
237.0,16.8,0.9,52.1535887,0.427,8.4,72.0,1.6,63.7
241.0,16.4,1.2,468.567249,0.422,8.4,69.0,1.7,63.3
249.0,16.0,1.4,354.8463544,0.411,8.2,65.0,1.9,62.6
261.0,15.6,1.7,341.39992,0.401,8.1,61.0,11.0,61.8
274.0,15.3,2.0,379.7566385,0.393,8.1,58.0,11.1,68.0
289.0,14.9,2.4,325.3825543,0.378,7.6,54.0,11.2,59.8
39.0,14.5,2.8,243.326822,0.362,7.1,5.0,11.3,58.5
328.0,14.2,3.3,193.794956,0.346,6.6,46.0,11.4,57.2
343.0,13.8,3.7,161.6266248,0.325,5.8,44.0,11.5,56.0
354.0,13.5,4.1,135.7623858,0.31,5.4,4.0,11.5,55.0
363.0,13.2,4.4,118.8734466,0.306,5.2,37.0,11.6,54.0
369.0,12.9,4.6,111.3634356,0.298,4.9,35.0,11.7,53.2
372.0,12.6,4.9,12.1789279,0.283,4.3,32.0,11.8,52.5
391.0,12.3,5.0,123.876257,0.0,3.9,3.0,11.9,51.2
188.0,62.7,0.1,4921.89629,0.734,15.3,99.0,4.0,69.9
19.0,61.9,0.1,546.3728,0.727,15.2,99.0,4.0,69.7
192.0,61.1,0.1,4763.68956,0.719,15.0,99.0,4.0,69.6
195.0,6.2,0.1,4546.73854,0.714,14.9,99.0,4.0,69.4
197.0,59.5,0.1,4353.121392,0.709,14.7,99.0,4.0,69.2
2.0,58.7,0.1,3651.966784,0.706,14.6,99.0,4.0,69.1
23.0,58.0,0.1,3369.48247,0.704,14.5,99.0,4.0,68.9
26.0,57.3,0.1,4177.657789,0.7,14.3,99.0,4.0,68.7
29.0,56.6,0.1,478.82327,0.698,14.2,99.0,4.1,68.6
211.0,55.9,0.1,3749.939813,0.695,14.0,98.0,4.1,68.5
214.0,55.1,0.1,3658.63832,0.699,13.9,96.0,4.1,68.3
218.0,54.2,0.1,3332.918533,0.691,13.4,95.0,4.2,68.1
22.0,53.2,0.1,2835.973972,0.689,13.3,94.0,4.2,68.0
22.0,52.2,0.1,2259.55796,0.687,13.3,93.0,4.2,67.9
221.0,51.2,0.1,238.891729,0.683,13.2,91.0,4.3,67.8
221.0,5.2,0.1,276.1338,0.681,13.1,9.0,4.3,67.7
76.0,62.1,0.1,4245.39744,0.893,17.0,97.0,0.9,81.1
78.0,61.7,0.1,49914.61864,0.89,17.0,98.0,0.9,89.0
79.0,61.4,0.1,49638.7713,0.887,17.0,98.0,0.9,87.0
82.0,61.0,0.1,47415.55987,0.884,17.0,99.0,0.9,84.0
86.0,6.6,0.1,579.72415,0.878,16.9,99.0,0.9,83.0
89.0,6.2,0.1,4622.41516,0.874,16.8,99.0,0.9,79.9
91.0,59.8,0.1,4717.15571,0.878,17.0,99.0,0.9,79.7
94.0,59.4,0.1,5341.31487,0.876,17.1,99.0,0.9,79.6
96.0,59.0,0.1,48288.5491,0.873,17.2,99.0,0.9,79.3
96.0,58.6,0.1,4112.67651,0.869,17.2,97.0,0.9,79.2
11.0,58.1,0.1,38969.17163,0.864,17.1,97.0,0.9,78.9
12.0,57.6,0.1,37636.11173,0.869,18.3,98.0,0.9,78.7
98.0,57.1,0.1,32816.1688,0.866,18.1,98.0,0.9,78.4
98.0,56.6,0.1,26834.2625,0.863,18.0,98.0,0.9,78.1
1.0,56.1,0.1,24913.24452,0.856,17.7,98.0,0.9,78.0
15.0,55.5,0.1,24253.2542,0.847,17.3,99.0,0.9,77.5
78.0,62.5,0.1,36526.7711,0.894,16.3,98.0,0.7,82.4
79.0,62.0,0.1,42955.24287,0.89,16.2,98.0,0.6,82.2
81.0,61.6,0.1,42554.1225,0.887,16.2,99.0,0.6,82.0
83.0,61.1,0.1,4838.2444,0.885,16.1,99.0,0.6,81.5
83.0,6.6,0.1,4381.288,0.882,16.1,99.0,0.6,81.7
86.0,6.1,0.1,473.34279,0.879,16.0,99.0,0.6,81.3
88.0,59.6,0.1,41631.13141,0.879,16.0,98.0,0.6,81.1
88.0,59.1,0.1,45413.6571,0.877,16.1,98.0,0.6,89.0
89.0,58.6,0.1,416.58397,0.873,16.1,98.0,0.6,89.0
92.0,58.0,0.1,36544.5853,0.87,16.1,99.0,0.6,86.0
93.0,57.5,0.1,34879.72633,0.86,15.5,98.0,0.6,81.0
94.0,57.0,0.1,33874.74255,0.857,15.5,98.0,0.6,82.0
99.0,56.4,0.1,29691.18158,0.852,15.4,97.0,0.6,79.3
11.0,55.8,0.1,24275.2426,0.851,15.5,97.0,0.7,79.2
13.0,55.2,0.1,22527.31775,0.849,15.6,97.0,0.7,79.0
13.0,54.6,0.1,22465.64184,0.844,15.7,97.0,0.7,78.8
229.0,36.3,2.7,7388.984144,0.694,12.6,8.0,6.1,66.0
237.0,35.8,2.8,9692.163874,0.687,12.6,7.0,6.1,65.5
255.0,35.2,3.7,9679.742995,0.678,12.5,79.0,6.2,64.6
276.0,34.6,4.9,9774.18117,0.669,12.5,82.0,6.3,63.5
289.0,34.1,6.0,1716.2258,0.664,12.5,75.0,6.4,62.8
294.0,33.5,7.0,8754.113376,0.66,12.5,67.0,6.5,62.3
31.0,33.0,8.0,763.66223,0.652,12.4,76.0,6.7,61.7
298.0,32.4,8.9,194.2746,0.651,12.4,82.0,6.8,61.6
291.0,31.9,10.0,8352.81711,0.645,12.4,81.0,6.9,61.6
288.0,31.4,10.7,727.777345,0.646,12.4,45.0,7.1,61.4
37.0,3.8,10.9,6741.293948,0.64,12.4,45.0,7.2,65.0
322.0,3.3,11.1,5685.577736,0.64,12.3,45.0,7.4,59.7
32.0,29.8,11.0,4892.11618,0.638,12.3,45.0,7.5,59.7
315.0,29.2,10.7,412.55271,0.636,12.3,45.0,7.7,59.7
37.0,28.7,10.1,3976.14887,0.633,12.3,45.0,7.8,59.8
296.0,28.1,9.5,4116.46693,0.637,12.2,45.0,8.0,61.0
262.0,27.3,1.7,1764.97387,0.45,8.9,97.0,7.3,61.1
266.0,26.7,1.7,1764.97387,0.449,8.9,96.0,7.5,68.0
266.0,26.0,1.6,1764.97387,0.445,8.9,97.0,7.6,66.0
269.0,25.4,1.4,1764.97387,0.44,8.8,98.0,7.8,62.0
277.0,24.8,1.8,1764.97387,0.441,8.7,96.0,8.0,59.8
284.0,24.1,2.1,1764.97387,0.439,8.8,97.0,8.2,59.3
286.0,23.5,2.7,1764.97387,0.434,8.9,98.0,8.4,59.0
287.0,22.8,3.0,1764.97387,0.426,8.6,96.0,8.6,58.7
288.0,22.2,3.1,1764.97387,0.42,8.4,95.0,8.8,58.5
288.0,21.5,3.0,1764.97387,0.415,8.1,95.0,9.0,58.2
294.0,2.9,3.0,1764.97387,0.412,7.8,95.0,9.2,57.7
296.0,2.3,2.9,1764.97387,0.404,7.6,87.0,9.4,57.3
297.0,19.7,2.7,1764.97387,0.395,7.3,87.0,9.6,57.0
298.0,19.1,2.5,1764.97387,0.392,7.0,87.0,9.8,56.6
3.0,18.5,2.3,1764.97387,0.384,6.8,87.0,1.0,56.3
33.0,18.0,2.0,1764.97387,0.377,6.5,8.0,1.2,55.9
129.0,56.2,0.1,3764.64912,0.768,13.9,94.0,2.7,74.4
125.0,55.3,0.1,4429.6575,0.759,13.5,91.0,2.7,74.5
128.0,54.4,0.1,4274.376857,0.755,13.5,93.0,2.7,74.5
13.0,53.6,0.1,4142.869175,0.749,13.4,92.0,2.6,74.2
127.0,52.8,0.1,3725.63221,0.742,13.3,94.0,2.6,73.9
132.0,52.0,0.1,2964.47734,0.738,13.3,92.0,2.6,73.8
133.0,51.3,0.1,276.588512,0.734,12.8,88.0,2.6,73.2
128.0,5.5,0.1,3174.9491,0.735,13.1,92.0,2.6,73.9
12.0,49.9,0.1,2492.12878,0.722,12.5,98.0,2.7,74.4
126.0,49.2,0.1,1872.68416,0.714,12.6,88.0,2.7,73.9
128.0,48.6,0.1,153.57521,0.703,12.2,82.0,2.8,73.9
134.0,48.1,0.1,127.367228,0.694,12.0,78.0,2.8,72.3
132.0,47.5,0.1,928.18227,0.684,11.8,75.0,2.9,72.7
142.0,47.0,0.1,779.3845935,0.677,11.8,84.0,2.9,71.7
121.0,46.5,0.1,733.974142,0.673,11.7,87.0,3.0,73.0
129.0,46.0,0.1,691.997711,0.0,11.4,8.0,3.1,71.8
68.0,62.3,0.1,41176.88158,0.924,17.1,95.0,1.1,81.0
69.0,61.9,0.1,4792.65288,0.92,17.0,95.0,1.1,89.0
71.0,61.4,0.1,4653.91143,0.919,16.9,95.0,1.1,86.0
71.0,6.9,0.1,4465.24891,0.916,16.9,95.0,1.1,86.0
74.0,6.4,0.1,4681.32796,0.912,16.8,95.0,1.1,85.0
76.0,59.9,0.1,41785.55691,0.907,16.7,95.0,1.1,81.0
79.0,59.5,0.1,41732.7725,0.906,16.7,96.0,1.1,80.0
8.0,59.0,0.1,45699.19832,0.903,16.6,96.0,1.1,79.9
82.0,58.5,0.1,41814.8191,0.898,16.6,96.0,1.1,79.8
84.0,58.0,0.1,36447.87232,0.892,16.5,96.0,1.1,79.6
85.0,57.6,0.1,34696.6292,0.884,16.4,96.0,1.1,79.2
86.0,57.1,0.1,34165.9343,0.877,16.4,96.0,1.1,79.1
9.0,56.6,0.1,3359.95215,0.872,16.3,97.0,1.1,78.5
91.0,56.1,0.1,2525.16445,0.867,16.3,93.0,1.2,78.4
92.0,55.6,0.1,23687.31689,0.86,16.2,93.0,1.2,78.3
95.0,55.1,0.1,23718.7467,0.855,16.2,9.0,1.2,78.0
249.0,28.6,0.7,1361.11395,0.575,11.4,88.0,6.2,62.4
253.0,28.0,0.8,1432.227943,0.576,11.7,98.0,6.4,62.1
254.0,27.3,0.9,1814.492297,0.57,11.5,9.0,6.6,61.9
257.0,26.7,0.9,1629.8222,0.563,11.2,92.0,6.7,61.6
263.0,26.1,1.3,1574.978653,0.554,10.9,91.0,6.9,61.2
267.0,25.5,1.9,1312.67557,0.547,10.5,94.0,7.1,69.0
271.0,24.9,2.1,186.76538,0.542,10.4,94.0,7.3,66.0
275.0,24.2,2.2,1224.41554,0.53,9.8,93.0,7.5,63.0
28.0,23.6,2.6,19.686718,0.519,9.1,94.0,7.7,59.9
288.0,23.0,2.9,922.9351677,0.51,8.7,84.0,7.9,59.4
296.0,22.4,3.1,498.172394,0.499,8.1,84.0,8.1,58.9
34.0,21.8,3.2,423.1936389,0.491,7.7,8.0,8.4,58.3
38.0,21.2,3.4,373.2815537,0.489,7.9,8.0,8.6,57.9
31.0,2.7,3.5,39.484473,0.484,7.6,78.0,8.8,57.6
39.0,2.1,3.5,273.6596668,0.485,8.0,79.0,9.0,57.4
38.0,19.5,3.6,263.1124679,0.48,7.7,88.0,9.2,57.2
72.0,66.5,0.1,187.78991,0.865,17.2,99.0,0.8,81.0
73.0,66.0,0.1,21673.7817,0.862,17.2,99.0,0.8,88.0
74.0,65.4,0.1,21874.8195,0.86,17.1,99.0,0.8,86.0
76.0,64.9,0.1,22242.68193,0.858,16.8,99.0,0.8,84.0
76.0,64.3,0.1,25916.29353,0.86,16.7,99.0,0.8,85.0
76.0,63.7,0.1,26917.75898,0.859,16.4,99.0,0.8,83.0
78.0,63.1,0.1,2971.973,0.857,16.2,99.0,0.8,80.0
77.0,62.4,0.1,31997.2821,0.853,15.9,99.0,0.8,79.9
8.0,61.8,0.1,28827.32636,0.855,16.4,99.0,0.8,79.4
77.0,61.2,0.1,2481.15781,0.85,16.3,98.0,0.8,79.7
81.0,6.5,0.1,22551.73574,0.839,15.6,96.0,0.8,79.3
81.0,59.9,0.1,21955.149,0.83,15.3,95.0,0.8,79.2
81.0,59.2,0.1,18477.57841,0.823,15.2,94.0,0.8,79.1
81.0,58.6,0.1,1411.31339,0.811,14.6,92.0,0.8,79.0
83.0,58.0,0.1,12538.17883,0.801,14.2,91.0,0.9,78.7
84.0,57.4,0.1,1242.95373,0.794,13.9,89.0,0.9,78.2
142.0,48.4,0.1,9212.192824,0.751,15.8,92.0,3.8,73.6
143.0,47.4,0.1,8569.776998,0.749,15.8,97.0,3.8,73.5
144.0,46.5,0.1,7955.615985,0.746,15.8,97.0,3.8,73.3
146.0,45.6,0.1,7583.1872,0.744,15.8,97.0,3.8,73.1
15.0,44.7,0.1,741.48438,0.741,15.8,95.0,3.8,72.9
154.0,43.9,0.1,7365.666659,0.0,15.8,97.0,3.8,72.6
158.0,43.1,0.1,7395.88125,0.0,15.6,99.0,3.8,72.4
162.0,42.4,0.1,7946.944346,0.0,15.4,99.0,3.8,72.1
164.0,41.8,0.1,7322.596862,0.0,15.3,96.0,3.9,71.9
167.0,41.1,0.1,6764.722867,0.0,15.1,91.0,3.9,71.7
169.0,4.5,0.1,6754.512393,0.0,14.9,99.0,3.9,71.5
187.0,39.9,0.1,5836.17763,0.0,14.8,83.0,4.0,73.0
173.0,39.4,0.1,5773.73577,0.0,14.6,97.0,4.0,71.1
176.0,38.8,0.1,5292.232379,0.0,14.4,98.0,4.1,79.0
178.0,38.2,0.1,519.958715,0.0,14.3,96.0,4.2,77.0
182.0,37.7,0.1,5117.589923,0.0,14.1,97.0,4.3,74.0
186.0,5.6,0.4,3923.573344,0.637,10.7,74.0,1.2,71.9
187.0,49.9,0.4,3687.763767,0.614,10.7,73.0,1.2,71.7
189.0,49.3,0.4,3452.828934,0.611,10.7,85.0,1.2,71.4
189.0,48.6,0.4,3299.65139,0.616,10.6,96.0,1.2,71.3
193.0,47.9,0.4,3187.845296,0.609,10.5,88.0,1.2,71.1
196.0,47.2,0.4,2825.5247,0.602,10.5,94.0,1.3,77.0
198.0,46.5,0.4,2635.753474,0.596,10.4,92.0,1.3,76.0
19.0,45.9,0.4,2794.22189,0.589,10.4,95.0,1.3,79.0
192.0,45.2,0.4,2489.955836,0.578,10.1,85.0,1.3,75.0
24.0,44.5,0.4,2256.56724,0.57,9.8,89.0,1.4,69.7
28.0,43.8,0.4,277.83438,0.567,9.6,87.0,1.4,69.2
21.0,43.1,0.4,1872.73783,0.564,9.3,87.0,1.4,69.6
24.0,42.4,0.4,1753.349471,0.56,9.0,84.0,1.4,69.4
21.0,41.7,0.3,171.771491,0.553,8.8,82.0,1.5,69.3
211.0,41.1,0.3,1568.376276,0.546,8.5,77.0,1.5,68.4
221.0,4.4,0.2,1655.596261,0.539,8.2,81.0,1.6,67.7
284.0,23.3,0.5,554.48766,0.414,8.8,54.0,7.3,59.0
299.0,22.7,0.5,561.997387,0.412,8.6,51.0,7.5,58.1
284.0,22.2,1.0,54.169324,0.406,8.5,63.0,7.7,58.8
288.0,21.7,1.9,52.3485646,0.396,8.5,62.0,7.8,58.4
29.0,21.2,2.0,459.2912,0.385,8.4,63.0,8.0,58.1
291.0,2.8,2.2,438.7513346,0.38,8.3,64.0,8.2,57.8
297.0,2.3,2.3,436.6895539,0.376,8.1,57.0,8.4,57.3
33.0,19.8,2.3,437.4467238,0.371,7.9,6.0,8.6,56.8
36.0,19.4,2.4,49.456775,0.364,7.6,63.0,8.9,56.4
317.0,19.0,2.6,296.68382,0.356,7.1,57.0,9.1,55.6
327.0,18.5,2.7,33.424498,0.346,6.6,59.0,9.3,54.7
334.0,18.1,2.8,386.3288283,0.325,5.1,6.0,9.5,54.0
338.0,17.7,2.9,37.1931781,0.338,5.9,57.0,9.7,53.3
337.0,17.3,3.0,322.811171,0.329,5.5,53.0,9.9,52.9
336.0,16.9,3.0,315.83983,0.322,5.1,5.0,1.1,52.5
328.0,16.6,3.0,34.516918,0.316,4.8,46.0,1.3,52.5
275.0,26.3,3.2,596.8717189,0.421,9.2,87.0,7.1,58.9
282.0,25.6,3.4,642.6256154,0.419,9.2,87.0,7.3,58.4
279.0,25.0,4.5,61.566347,0.415,9.1,87.0,7.5,58.1
285.0,24.3,5.3,67.7518833,0.416,9.1,87.0,7.7,57.6
289.0,23.7,5.7,692.69989,0.41,9.0,86.0,7.8,57.1
287.0,23.1,5.9,543.957418,0.405,8.9,83.0,8.0,56.7
288.0,22.5,6.0,544.222779,0.401,8.9,8.0,8.3,56.3
297.0,21.9,6.0,583.5445622,0.398,8.8,77.0,8.5,55.6
32.0,21.3,5.7,481.694976,0.394,8.8,74.0,8.7,55.0
36.0,2.7,5.6,418.94454,0.388,8.3,71.0,8.9,54.4
37.0,2.1,5.4,424.9534585,0.0,8.0,68.0,9.2,53.9
38.0,19.6,5.0,393.3138244,0.0,7.7,64.0,9.4,53.5
38.0,19.0,4.6,36.5718585,0.0,7.4,6.0,9.6,53.0
35.0,18.5,4.1,321.481324,0.0,7.1,57.0,9.8,52.8
32.0,17.9,3.6,39.486749,0.0,6.7,53.0,1.0,52.5
3.0,17.4,3.1,297.7519443,0.0,6.4,49.0,1.2,52.1
215.0,46.7,0.3,4136.689919,0.638,10.3,95.0,5.5,66.2
